Review,Actual,Predicted
i really wanted to love this dress but even though i got a small it was still too big i also dont think the horizontal pattern was a good look for me other than that it is beautiful and the fabric felt nice,Positive,Neutral
these didnt work for me because i am too straight shaped for these jeans try them if you have a smaller waist and curvy hips and bottom i didnt have anything to fill out the hips and seat for reference i ordered size  and they were loose in hip and seat but fit my waist my hips are  and waist is  they are a thinner stretch denim than they appear but not jeggings thin,Positive,Neutral
cant pants the material is lightweight and perfect for summer however i felt they were cut narrow in the hips i am a solid size  and i couldnt get the  over my hips,Neutral,Positive
this top is not for a curvy figure the embroidered part is gorgeous very stunning but the loose bottom part is awful i am curvy and usually wear l or xl this top was fitted at the top but very loose at the bottom made me feel like i had a big tummy and was a tad short i am sending this back this would look better on a more slender frame,Neutral,Positive
i loved these pants the minute i put them on and was so happy id ordered them but i wore them only  times  and only at dinners with friends not even for full days  and the seams on both legs ripped open i think the faux leather just isnt equipped to handle the stretch of fitted leggings i was superbummed about this because these pants are so insanely cute but if they cant hold up to a few casual wears then theres just no way thankfully retailer was true to their brilliant custom,Negative,Positive
this runs a bit on the large side i ordered my usual m and had room to spare the green color was lovely but between the fit and the scratchy fabric this is headed back too bad,Neutral,Positive
"tried this lovely with high waste wide leg black flowy pants everything i could hope for and more but not quite

size blindly ordered size  im usually a small occasionally xs in retailer brands like floreat and akemikin im  tall  lbs d  long torso narrow shoulders and short arms

fit size  had just enough space through the bust the lace edged sleeves were roomy and just reached my wrists the shoulders were just right extra fabric ballooned out around t",Neutral,Positive
"i originally bought this shirt in the blood orange color which is lovely and vibrant the shirt is extremely comfortable and very flattering however it is also very very cheap after about five washes it has pilled and worn the color has faded a bit and i doubt it will make it through the spring for perspective i wash all my clothes on cold and use the air dry setting on my dryer

nonetheless even having experienced the wear and tear i went back and bought this shirt in every other",Neutral,Positive
i generally dont spend this much on jeans but wanted a nice black pair so rolled the dice during the sale who can wear these im an average size  and struggled to get these size s over my hips buttoned and zipped i looked like a stuffed black sausage best for thin frames and even then size up,Negative,Positive
i thought this top was so pretty and airy but it just didnt work out i typically wear an xl in retailer and was able to size down to a l in this top i ended up returning because the front is pretty sheer and the black tented out in a weird way about halfway down there is a seam across and without this it would have hung perfectly disappointed,Neutral,Negative
this sweater is thick and does cover the bra well i did not find it to be well made the ribbing seemed to be attached loosely in places i am a size large with a b cup and a bit thicker through the middle to my middle age dismay putting this sweater on in coral made me feel like a giant peach for those with larger breasts it is likely more flattering,Negative,Positive
this vest doesnt have a button so i thought i could put my own but when it arrived it just didnt fit that well the opening in the front is too big the vest itself while nice and warm is not functional at all due to openings everywhere i dont know why even make a vest like this with no front button and such a wide opening how is one supposed to keep warm at all,Neutral,Negative
this is a beautiful fabric and the skirt is so nice what is wrong is the cut of the skirt one side bells out more than the other giving it an off center look from the front my legs were not centered,Neutral,Positive
i love everything about this sweater except the sizing i purchased the deep red in xs the yarn weight is perfect for me in los angeles the length is perfect the sleeves are bell shaped but not at all a problem for me theyre not so big that they get in my way at all unlike another reviewerthe collar can be folded in a way that it stands upright for a kind of retro look which i love the only problem is that the sweater is way too big i can handle a wide swingy style but with the sl,Neutral,Positive
sheer and lightweight perfect for summer great detail could not justify paying full price,Neutral,Positive
based on the mixed reviews about fit i waited to purchase until i could try it on in the store and was not disappointed im wondering if there are different batches of this dress im  and the dress fit as in the photo the side slits come above my knees but not too high arm holes are a bit large so if you want more coverage this may not be for you the material is cozy and soft the cream color is gorgeous size wise it definitely looks boxy and marshmallowlike if too loose i am usuall,Positive,Neutral
this dress was pretty but had a weird fit the waist droops down in the middle instead of going straight across which i found unflattering i ended up returning it,Neutral,Negative
just received and sorry to return i am  i wear a size  i ordered the ml  it way really big and to wide,Positive,Negative
"this is a cute flattering dress however the dropwaist the short length and the oddlength sleeves shorter than shown in the photos added up to me feeling like i was dressing way to young it just didnt convey an elegant mature vibe this dress is perfect for a ss woman who wants a versatile dress to wear on many occasions its great because its not too expensive and you could wear it with any type of shoes

my big problem is the lack of transparency regarding the actual slee",Neutral,Positive
the quality and fabric are fabulous but its just too voluminous for my figure   lbs would look great on someone more slender,Negative,Positive
i got the black in a medium it just made me look wide and i felt frumpy i think its the angled wide sides on me the design just created bulk nice substantial fabric but it isnt soft or cozy back it goes,Neutral,Positive
this dress is made of nice thick stretchy fabric comfortable on but fairly tight and body hugging i liked the fabric but it was the length that got me i tired on a   im  and this dress was just at that awkward length made me look short and stunted not a wow piece,Neutral,Positive
i have to agree with previous reviewers in that it is a bit short on the top but i kind of like that as i am petite and most tops come way too long on me however go up a size if you have any breasts at all likely they will not fit in you standard size however i just love this shirt soooo adorable the color is a bit more olive than brown to me though than what is in the pic ,Positive,Neutral
i dont think they are an easy fit cut they are more like skinny jeans as i was looking for something more relaxed i decided to return them the quality of the material is good the color is nice,Neutral,Positive
"at first i was taken by the beautiful lacework and the pictures online showing what appeared to be a loose but shaped silhouette the pictures must have been staged with pins in the back because in person the shirt fits like a circus tent without exaggeration there is a surplus of about  inches

the material is still beautiful and because of that i havent decided whether ill return this shirt or try cutting out some excess fabric to create a cleaner more fitted shape",Negative,Positive
i was excited to get this romper but it just didnt work im petite with a large bust and the blousy design of the top portion just hung like a bag on me returned,Negative,Neutral
"cute white tshirt different style but didnt work on my body type so i returned it 
 good price point 
 basic fabric",Positive,Neutral
this sweater was gorgeous however i think it was to boxy for my figure it had to go back as it was not flatteringi would recommend this product to someone with a taller slimmer figure im   lbs,Positive,Neutral
 tags  one quite huge about  by   very itchy so i cut out the tags and they are sewn with some kind of hard poky plasticy thread  now even more itchy i will have to wear these inside out,Negative,Positive
i love this top and the beading is beautiful but just like everyone else it was way too large i normally wear a lg but the large looks and feels like a xl beautiful but large,Neutral,Positive
"the fabric and its texture didnt meet my expectations unfortunately there were too much fray and castoff of edge yarns of a fabric 
however this will fit if you wear over the swimming wears",Negative,Neutral
"this dress fit so oddly i tried on two different sizes and both did this super unflattering poochy thing at the belly the dress wasnt tight at my hips in either size it was just that there was weird extra fabri right around the midsection that stuck out maybe i was too short couldnt figure it out 

the color and detailing are beautiful though a little tight in the bust",Negative,Neutral
as soon as you get up close to this sweater you will notice that the bird on the front is of an interesting kind of materialalmost like carpet that has been shaved waaaaaaaay down so that the little fibers are sticking straight up and a fraction of a millimeter high i was not excited about this texture and can imagine it will be a huge magnet for collecting lint and dust throughout the day the fit was way off on this one for me and was not flattering at all it wasnt for me at all even thou,Negative,Neutral
i purchased this swimsuit in the mint gorgeous color combination im  and weigh  lbs i purchased a small the fit is true to size i love the front design however my husband promptly brought the back of the swimsuit to my attention the chevron was off center the design should have been centered with my back however it was on the right side of my back i immediately called retailer assuming the product was defective the item was sold out on line however a supervisor was able to l,Negative,Neutral
i loved this trench on the web site i couldnt wait until it arrived and was even happy to pay fullprice to get it it unfortunately just didnt complement my   lb curvy figure as i had hoped it was definitely much fuller on the bottom which added unnecessary bulk i have narrow shoulders and it was snug and uncomfortable with a simple tank top on i hung it in my closet for a few weeks tags intact continuing to try it and each time it just wasnt working it also had many stray thre,Neutral,Positive
i was really wanting a nice white summer blouse to pair with patterned skirts unfortunately this fell short as it was huge not only was it big it flared at the bottom it would be perfect if i was sporting a baby bump but not what i am going for right now if the tank was a bit slimmer i would have kept it as a tunicim sad that ill have to return it,Negative,Neutral
"this is a very cute and warm dress it is flattering yet appropriate for work but i had to send it back for two reasons the zipper didnt work well it just wouldnt zip without someone helping me and even then it was very difficult to zip perhaps it was just the zipper on my dress

the neck felt like it was strangling me was the other reason i sent it back if i am not comfortable i will not end up wearing it so even though i loved the style of it the pragmatics were lacking",Positive,Neutral
this top is very light and soft for summer even the lace is soft its not sheer and doesnt require layering true to size im  dd  lbs m fits well my arms are not tiny and yet the lace werent tight for me but the quality of the material is average and it feels like it will last barely one summer its good if you are paying the sale price,Neutral,Positive
i ordered this in black and red i had high hopes based on the reviews this received but its just ok i will be returning,Neutral,Negative
i ordered this online and was surprised to see yellow in the pattern when it arrived i cant see that in the online photo i didnt like the pattern at all when i saw it for real the shirt is very loose fits much like the model photo i ordered a small  lbs just looks kind of frumpy and the pleat down the front makes the front hang heavily,Neutral,Negative
i normally dont go for these tops because with my hourglass frame and wider hips it only makes me look wider however like others i was drawn to the fabric and feelthe bottom half really is lovely and looks expensive and the top half is stretchy an,Positive,Neutral
this dress has a beautiful color and design however it runs too big im usually between size  or  on antropologies cloths i had to size down to size  to get a more fitted look like the model,Neutral,Positive
"i love this dress i mean it si really pretty in person however the breast area is just too small i cant wear a bra with it and my older breasts just droop not flattering they are barely covered i am a bit disappointed at that but if you are smaller up there i say give it a try i am  lbs  ion waist dd and xs petite was great everywhere but chest

colors and fabric are great i love that the different colors are different types of fabric too bad",Neutral,Positive
i thought this was adorable on the model but not so much on me i actually didnt mind it when i tried it on with a long cardigan but i didnt want to keep it for  look the material felt inexpensive the shape was very unflattering for an average sized women like myself im  and about  lbs,Negative,Neutral
loved the material and the style unfortunately my fears came true when i received this swimsuit and there wasnt enough support despite a review i had read as a d i thought the halter would be enough support however the material is too stretchy to rely on that completely i am sad i wont be keeping this though the material is heavenly,Negative,Neutral
i was wondering whether to purchase this top and decided last weekend during the  off event i would splurge i got the m as im tall  and it does look a little strange on the arms atleast on my body the sleeve is cut too high for me i wish it was longer or even a longsleeved item the peachapricot nude colored fabric is a little uncomfortable and the fabric close to the neck is a different grey from the other sweatshirt pieces the sweatshirt pieces arent particularly soft eit,Neutral,Positive
"looks nice and
i did like the button detail on the collar colors are nove and the feel is soft i would probably have to get a petite smaller size",Neutral,Positive
this blouse has a very cute style the ruffles are really nice but why does it have to be so sheer there is no way i could wear this to work without a cami it also felt slightly on the small size  almost too tight for my normal size,Negative,Positive
this item is pretty the print on the fabric is nice and reminiscent of embroidery but only the top portion has a few embroidered accents my issue with it is its very impractical the fabric is extremely thin and you wouldnt want to wear it in any weather below  degrees its ridiculous to advertise this product for a fallwinter season the tube top underneath doesnt work very hard to stay up and isnt a very practical way to hold up the jumpsuit why wouldnt they just stitch a lining,Negative,Positive
i bought this online so didnt realize that the fabric at the bottom is very very stiff i was expecting something silky or at least on the softer and more moveable side the best description i can think of is an overly starched mens dress shirt that being the case it kind of juts out in weird places the sweater part is very nice but it is somewhat closer fitting than what it seems in the picture the fabric bottom is too ample for the slimmer design of the sweater which just adds to the o,Negative,Positive
as soon as i saw this dress i absolutely fell in love with it when i got it i noticed it was slightly small but figured i could deal with it i was packing for my vacation and tried it on again just last night and i noticed the bow is coming off the back i could fix it but honestly a dress shouldnt start falling apart before you even wear it its cut on the small side wish i tried the larger one but now its sold out and i was kind of disappointed there were no pockets as pictured i,Negative,Neutral
i was so excited that retailer finally had some bermuda shorts for those of us that are  older and dont want to show off that much leg anymore and  are curvy on the bottom and really cannot wear the shorter shorts i ordered these immediately in the navy i usually wear a  in pilcro jeans and like the other reviewer observed as well i was floating in these  not only in the waist but everywhere the legs are big  but its supposed to be a boyfriend cut so i get that but they just are,Negative,Positive
what drew me to this shirt was the beautiful silver and gold embroidery on the front the shirt was folded at the store which makes sense because if it were hung it up fewer people would try it on this shirt is sheer from the front and more sheer in the back this is what bugs me about so many clothes that are made these days they are so cheaply made so thin with cloth that you are forced to layer with a camisole or something else in order to wear it in public i cant wear sheer clothes,Negative,Positive
this is absolutely huge  it felt like it was at least  sizes too big  the empire waist wasnt even semi fit  d chest and size small was like a tent  however the embroidery was beautiful,Neutral,Negative
"i normally wear regular s but even the xsp is too wide on me it is really maternity wear 

also since the material is thin the ivory is too shear for my liking",Neutral,Positive
its ok fit doesnt wow me because of my body chest is too wide hips look too narrow drapes across my back fat in an especially nonflattering way basically made my squareapple body look more squareapple great part about this dress is that its comfy and hides the tummy pooch construction is poorly donecontrasting liner at vneck is rolling out on one side only and then doing the same at the hem contralaterally another negative point is dry clean only boo im    an,Neutral,Positive
the white is completely sheer i am so tired of see through shirts even at the sale on top of sale prices i wouldnt recommend this shirt if the fabric werent sheer it would be a very comfy shirt with a cute back but it just looks silly with a tank top under it the cotton just doesnt lay right,Neutral,Negative
i had such high hopes for this shirt i got it in both the black and moss which is a beautiful color however the ruffle was just too big i put it on and immediately felt like a circus clown it would probably be beautiful on a woman with a more straight figure with fewer curves but on me it was not flattering at all,Negative,Neutral
lovely jeans love the details in the cuff bottoms the front of the jeans the relaxed boyfriend part was just too relaxed for me  too much material there that it was unflattering otherwise cute,Neutral,Positive
i ordered these pants in black and brick the pattern is great but the sizing and fit are way off i usually wear an  or a medium in retailer i ordered these pants in a   and  petite the  actually fit but there is no stretch in these fitted pants they were very uncomfortable to walk or sit in however if youre standing up all day and not doing much moving around these pants are perfect the print is great in both black and brick i couldnt decide which one i liked best wish th,Neutral,Positive
just be prepared this is huge i looked hilarious in my normal p this was in store luckily the the excellent personal stylist warned me i also dont think the colors are as good in person  bit dull if it fits you it could be nice,Neutral,Positive
this is a pretty red dress the back is beautiful i ordered it online and was excited when it arrived however as soon as i took it out of the package i saw that it had a snag on the front bodice i also did not realize the dress material was not as heavy as i was hoping for it to be given those two details i decided to return it maybe if it had arrived in perfect condition i would have kept it sigh,Positive,Negative
it is a shame when a product such as this is left on the website after so many comments reveal the item to be more defective in production than an opinion of size proportion i read the reviews so had expected the item to run small so i ordered accordinglythis does not run smallthis is not representative of any of the three categories one associates with womens apparel sizing i am usually a small and the description by previous reviewers described the fit as being perfect for mevery small,Negative,Positive
this top is so lovely but runs soo big i ordered it online and was so surprised when i tried it on at home im normally a size  and i was positively swimming in this top hoping to exchange for a petite sm,Negative,Positive
loved this dress but ran much larger than other maeve dresses i have ordered in the past,Positive,Negative
"got this for my daughter for christmas she loves the boho peasant look i thought the fabric would be white or at least cream color but it was closer to pale yellow although the fabric quality and texture is lovely more substantive than i expected  she just couldnt like the top with the color being so off
disappointing as picture makes it much prettier",Neutral,Positive
this is a gorgeous print but i found it too fussy for my taste  it is quite shapeless so i tried doing a half tuck it looked cute for about  seconds but then i had to worry about keeping the shoulders down,Negative,Positive
i love the length of this and that i can wear it with skinny jeans or leggings but it does seem to run a little small and it is not as long as on the model i do think it is a cute addition to my wardrobe though,Neutral,Positive
i tried this on in a different retailer a couple of weeks ago tried on a different one last nightsame size and it looked baggy sleeves way too long etc  let me add that i am usually a xss petite but some regular extra smalls will work also  this was a xs reg  even the sa could see that one looked like it fit smaller  i showed her the photo in my phone while this one swallowed me  bottom line you will need to try this one on as the sizes seem to vary,Neutral,Positive
i loved the cut and the stretch in the material made them comfortable however i found that the material was unflattering for thicker thighs because it tended to cling to the body it would have been better with some sort of lining as it would have prevented the flimsy material from highlighting imperfections bottom of pants are not hemmed so if you want a clean look you may not like the edges these were returned immediately as it just did not work for me,Negative,Neutral
got this in wine very pretty and soft but so sheer even with the dark color one would have to wear a cami returning for this reason having to wear a cami wrecks the otw ultracomfort,Negative,Positive
like another reviewer said this was too baggy up top the bottom length was good but arm holes were big and top was just too large im   lbs and got xs returned,Positive,Neutral
this dress is beautiful it just swallowed my small frame whole the colors and design are gorgeous just not a good fit for me even at a p,Neutral,Positive
i was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much sadly no first of all they run small i am between a s and xs in most brands bought a s in these because i like my shorts on the looser side these felt a little snug and short but i decided to keep them the first time i washed them they were ruined i followed the directions exactly and even put them in a lingerie bag in the washer plus a delicate cycle no dryer the lace is man,Negative,Positive
i love the back detail but doesnt feel that comfortable on i bought in green its fitted so get size larger if you plan to layer up im  and bought xs size i should have ordered the s,Neutral,Positive
this tunic is a perfect length for leggings the mauve color got rave reviews on my first wearing and the mixed media and asymmetrical styling gave the garment a unique appeal and made it quite flattering however when i wore it a second time i noticed two micro holes in the sleeve one near my wrist and the other at the shoulder since i take extreme care when laundering my clothes it seems this will have to be a return as the jersey knit is not strong enough to hold up in the delicate cycl,Negative,Positive
i do not understand all the great reviews but that goes to show everyone likes different things the jacket looks great in the pictures but in person it just looks awful gray is one of my favorite colors but this color is so drab and the material looks old and worn it definitely has a grunge look to it and overall it is just a wrinkly mess another reviewer said it looks like old clothes and i have to agree it looks very shabby it also reminds me of those smocks they have at the hair salon,Negative,Positive
the photo misrepresents how large this sweater is it is giant petite ladies stay away from this sweater i ordered an xs and usually can manage to fit in a regular xs but this just floored me the neckline wouldnt even stay up on my upper body it was that loose also the width of the sweater does not at all hug the body as shows on the model it is like a tent im so bummed the color blue is nice and the sweater is really soft its too bad it doesnt fit smaller women,Negative,Positive
since this sold out so fast i ordered an xsp which is too short im  it also is too big the empire waist has no shape or flatter the sleeves are huge the neckline was falling off my shoulder i put it on and instantly knew this was all wrong   the print is very fun and my guess is thats what is attracting everyone to it  it looked like a big floppy mess of cute fabric on me  back it goes,Negative,Neutral
this is a great top not cheap but funky it would look nice on any figure the two blacks on my top are more alike than the picture shows great value for a pretty party top  but it can go anywhere,Positive,Neutral
im usually a small   lbs long torso but the xsmall fit well the black does look seethrough in the pictures but i figured i could wear a cami with it it is seethrough in person if you are up close mainly in the back and arms since the front has extra fabric in places however it is rather short possibly because it is an xsmall and ill need a short cami to fit under it or will have to have a cami hanging out of the bottom which drapes nicely and a cami may mar that effect,Neutral,Positive
just not as long as in the picture it hit me at my hips not good,Negative,Positive
i had high hopes for this top really boxy short,Neutral,Negative
super cute skirt i decided to return it because i felt like i didt have enough tops to go with it,Neutral,Positive
i loved this dress when i saw it online perfect for a summer wedding but when i tried it on i was very disappointed the fabric and styling are gorgeous and very high quality but the sheer amount of fabric on this dress is just not as pictured there is layer after layer of silk and ruffle and while lovely it made me look very large i tried tying the belt many ways to no avail sadly it will have to go back it may look good on a very thin frame but didnt complement my average one,Negative,Neutral
this was a bit of a disappointment the colors are beautiful but the shape was not flattering on my petite frame it is somewhat wide and boxy in the shoulders and body the fabric is stiffer that i expected and therefore it doesnt drape nicely on the shoulders and through the torso if you look closely at the model you can see what i am talking about at the shoulder the shoulders stick out a tad and the gathering at the neck contributes to the larger boxy look this might look nice on th,Positive,Neutral
"i love this dress so very much i wish i could keep it but it doesnt look right on me i am  lbs b  waist  hip dress fit me well except for the fact that it made me look very wide i think the combination of the ruffles on the sleeves with the blouseyness and my short stature was not a great combo it will be amazing on tall slender women but did not flatter my short frame  
otherwise beautiful",Positive,Neutral
so i thought this sweater would be snowy white but its actually a beige kind of dingy color i do not mean that its unattractive i do like it just because it is not snowy white like i thought it makes it more of a casual sweater in my opinion and i was hoping for a dressy sweater it is very super soft and is as long as it is pictured it fits like a dolman sweater which i did not expect either its a bit fitted around the very bottom and sleeves are billowy at the topthe picture does no,Neutral,Positive
overall a really nice top that is soft and comfortable the arm length hits nicely on the forearm and the decorative detail at top is wellconstructed didnt keep this since the top made me look quite big in my bust to the point of not being flattering top is also a bit boxy so id stay away if you are petite with a larger bust unless you are okay with that emphasis,Neutral,Positive
this shirt aesthetically is very pleasing i love the overall design and colors however when i tried it on i was immediately itchy the material is not soft like a cozy sweater ought to be in addition though i ordered a size medium it fit very large  almost too oversized the sleeves were extremely long on me and the overall body was too big its too bad i really loved the look but im not the type to layer if you are go for it but get a size smaller than you normally would,Negative,Neutral
very cute coat but could not keep it for the pricejust not sure it is worth almost  with tax added to cost when it goes on sale i will most likely buy it,Neutral,Positive
i saw this dress in the store months ago and never forgot it so when i saw it on sale i nabbed it online so sad to see how this dress fits just right up top just right along the hem and then its a hot potatosackfrump mess in the middle its a shame because the fabric is beautiful,Neutral,Positive
i bought this dress on super sale and it was such a great deal sadly its going back although i sized down i still feel like the dress is shapeless and tent like no wonder why the store had so many still at the price i paid the details on the dress are pretty and its high quality just wish the fit was better,Neutral,Negative
i love the design of this and the pattern its comfy but a bit too much side boob for actually swimming i like a bit more coverage the front has great coverage but on the side whoa,Neutral,Positive
i really wanted to love this piece but it was very large im  and ordered xss and i have return due to size,Negative,Positive
"the first reviewer said it was small in the bust but the p i ordered fit everywhere rib cage and all but was gaping at the bust in the back i would say overall it was true to size but if i sized down it would be too snug in the rib cage i am dd for reference there and waist is  inches

otherwise the make is very pretty i like the texture in the fabric the color is very pretty as well embroidery seemed high quality but i decided to pass on it even on sale since it didnt",Positive,Neutral
was really looking forward to this sweater but its not a cardigan its a poncho i cant decide if its funquirky or just odd its gorgeously made and extremely soft but i do wish it was actually sleeves i havent decided if its something i will wear or not my husband referred to it as batwings that should have been depicted in one of the photos,Neutral,Positive
i ordered these jeans twice because i love them the first pair were mismarked by about  sizes so i reordered second pair still didnt fit they run really small i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet,Negative,Positive
disappointed with the fit and color of this sweater more of a rusty red then bright cherry red i ordered a small and found the sweater had no shape and just hung lumpy on me i am   and usually a small in retailer sweaters,Neutral,Negative
i loved this sweater when i bought it wore it a couple times then washed it according to the tag it shrunk at least two sizes and the tassels got all tangled which i guess i should have seen coming pretty bummed about it because this sweater looked beautiful on,Neutral,Negative
this skirt was horrible on me it was loose in the waist tight in the hips and poofed out like crazy at the tiered part on the bottom the material also felt cheap and clingy i guess the fit is tts but its hard to tell given how strange the cut was,Negative,Neutral
when i first opened this dress and tried it on i thought it was adorable it is very flattering on my hourglass figure and hides my recent baby weight the problem is the hem it was already rolling up when i took it out of the package and i should have noticed and returned it but i figured the problem would be easily solved by a good ironing well it wasnt and it gets worse every time i wash the dress its like the hem isnt constructed properly,Neutral,Positive
the colors in this dress are beautiful the greenblue version but the fabric is a very see through mesh and feels flimsy i purchased it online and wasnt expecting it to be so sheer  the particular empire cut combined with the fabric makes it feel more like a nightgown i really wanted to love it but its going back,Negative,Positive
"the design is beautiful but it was thick and too warm for a summer event i was planning on wearing it to
also the seam below the chest was uncomfortable
needed to return",Negative,Neutral
this jacket is really pretty and unique unfortunately the material around the waist area does not lay flat like it does in the picture im  ft  in and a size  i ordered the medium it fit well but the material around the waist area jutted out making me look really wide disappointed to have to return this,Positive,Negative
why does the lining stop at mid thigh when the skirt is long makes product look cheap while wearing love the color the fabric and the fit but cant get past this less than quality feature  will be returning,Neutral,Negative
this dress is everything i hoped it would bebright colorful quality jacquard classic silhouette unfortunately it runs small up top on the bust and i couldnt even zip it up all the way returning ,Neutral,Negative
first of all this skirt is as cute on as it is in the picture very flattering i am a curvy gal on the bottom and this is flattering that being said it runs small i purchased a large which is my usual size and i need another inch or two all over to make it work part of the problem is the material it is a very heavy durable upholstery like material there is absolutely no give to this it is a very stiff material as well  more what i would expect on a sofa than on my skirt the skirt c,Negative,Positive
this top is absolutely beautiful the fabric is great the cut is nice etc however the buttons are too big for the button loops which do not have any stretch it took ten minutes to open the shirt to try it on once i had it on i left it unbuttoned i returned it if you cant live without it you could put smaller buttons on it too pricey for a nonfunctioning top too bad,Negative,Neutral
i nearly always wear a size small and sometimes even a small is too large not in this case this top is extremely snug i would not be able to wear this and i wouldve returned for a larger size but the ivory color was a little too yellow for me in the online photo the color is more of an offwhite than ivory yellow im guessing also that this fabric may not stand the test of time and easily snag but thats just conjecture,Neutral,Positive
cute top not great on me beautiful bright color,Neutral,Positive
im  at   pear shape the pockets really opened up when i put them on and didnt lay flat loose on leg opening  which i liked but the pockets sticking out around the hip area made my pear shape even wider i got a medium,Negative,Neutral
i am  and the arms of this sweater run at least  inches past my finger tips if the arms were not quite so rediculously long then i would definitely keep it but unless you are tall it just doesnt work also i felt the length of the waste was a little shorter than what is pictured online sigh,Negative,Neutral
i usually buy a pair of these kind of pants every year from this brand they are lightweight sturdy and very flattering to my curvier body this brand can run big so i usually buy a size  rather than my normal size  i was going to wait it out and let someone else try them first but then i caved and ordered them in two sizes  and  because they didnt label them    etc anymore these pants still look well made and have cute little details but they are bigger than ever the s,Negative,Positive
adorable foxes i was smitten in the store but the fix is bizarre and the foxes dont come up very high so youre limited in the length you can wear i bought the ml based on salesperson advice and i cant imagine trying anything smaller i usually wear a size s or  bottom these were super snug back to the store they went,Negative,Positive
i bought a pair of these a month ago and first time i washed them they came out with light spots all down the leg i figured i did something wrong so i bought another pair in the same color and one in sage just washed both pairs according to care instructions no spills stain remover or anything but detergent and both came out with light spots all down the leg very sad to have wasted all that money,Negative,Positive
i had higher hopes for this dress and perhaps should have sized up but it was not very forgiving in the stomach area on me i still love the dress and the look of it on the model but was less than thrilled with it on myself i am  lbs c and ordered a size small,Positive,Neutral
im a size  all day everyday but these pants wouldnt even meet around my hips sadly im returning them tomorrow,Positive,Negative
i really loved this in the catalog the fabric and details are very pretty however its a lot of fabric without much form my husband suggested it for maternity not realizing it has fitted slip not for curvy hourglass  had to send it back,Negative,Neutral
this dress is very beautiful  great fabric and colors  but it looked terrible on me because i have large breasts i am dd and this dress made me look pregnant if you have the right body type it would be a great breezy summer dress im sad because i cant wear it,Neutral,Positive
i really loved the look of this dress online and couldnt wait to try it on based on my measurements i ordered a petite medium following the petite size chart the dress was the perfect length for my  frame but it was just way too loose and not flattering on my figure im c and i looked like a sack of potatoes in the dress the fabric and lining feel great though i just wasnt the right fit for me,Neutral,Positive
i loved the style and shape of the dress  it does run small i had to return it because some of the black dots pulled and looked like it might be more of a problem as i wore it,Neutral,Positive
i am   lbs b and i ordered the  in denim the dress is certainly tts the  fit like a glove but wasnt at all tight perhaps my expectations were too high with this dressbased on the other reviews i thought that it would be perfect for my pearshaped figure however i found that the aline skirt accentuated my lower half thereby making me look larger than i am so i sent it back otherwise this is a great dress it certainly did manage to hide lumps and bumps in spite of bein,Neutral,Positive
i so wanted to love this dress i bought it in a size  and in both petite and regular as im kind of in between and have a long torso and short legs anyway im  tall and  lbs the regular fit my torso well and length not was too bad with heals it might have worked without hemming here is where it all fell apart while understand that only really expensive designer clothing can afford to seam a pattern perfectly i felt that the dot seam in the front of the dress was in a bad place,Neutral,Positive
i received these pants but they are not as pictured see the photo of the back pockets there is a detail there that was not on the pants that i received im not sure about these the quality is nice but they are much baggier than shown and i ordered  sizes down,Neutral,Positive
absolutely love the cut and design of these pants fit so well and unique pattern at the ankle however as is the case with many white pants so disappointed when i tried them on at home and could see my underwear nude color the pants are beautiful in every way except that they need to be lined going back  may order the black since theyre not likely to be see through disappointing was hoping to wear them to a dinner party,Neutral,Positive
i ordered this in the darker color i was excited to try it on when it arrived the fabric was really nice good quality and the design is so cute sadly it did not work for me there is a lot of volume especially in the back which does not work for my curvy shape i can see this top working well on a straighter figure but the volume and length really just did not flatter my hips and thighs i will be sending this back,Positive,Neutral
i so wanted to love this sweatshirt it is very soft and seems like excellent quality and material the pattern is pretty and i envisioned spending hours cuddled up reading in it unfortunately the body of the sweatshirt particularly the front torso area was too big and it popped out around me like a balloon the arms fit well so i dont think that i could have gone down a size i was also not keen on the way the neck hung which was either very stiff and tall around my neck when unfolded,Negative,Neutral
beautiful detail soft drapey fabric but it pulls funny from where they added stitching at the top of the v for me it was also a little short but i have a long torso im  lbs and the size medium fit nicely with the exception of the length,Neutral,Positive
i so loved this dress online not so much in person first of all it didnt fit my build im  with a f bust and the waist line was just a bit too high to be flattering mainly im returning it because of the fabric the petticoat netting does rustle as another buyer pointed out my main fault is that the top fabric is synthetic and cheaply printed basically its the lining fabric of a better made dress or coat if it were cotton voile or silk it would have been beautiful why they made i,Negative,Neutral
i love the pilcro serif legging jeans but these were a big disappointment if you have any thigh at all dont bother,Negative,Positive
this one will be going back the color is really blah and the fabric wasnt a texture i was expectingit is kind of thick and ribbed and i suspect it would stretch out over the course of the day overall the cut and style is cute but i just felt like i was wearing a hospital gown with the combination of the fabric and the style this may have been cute in a more vibrant color and lighter weight fabric,Negative,Neutral
like this top its not too thin but still remains cool too bad it has to be hand washed,Positive,Negative
this is a really cute shirt i love the design color and everything about this shirt but the size i am  and  lbs i can usually wear an xs or xsp the xs was huge and they were sold out of smaller sizes or i would have ordered one this unfortunately had to go back,Neutral,Positive
